aa_000,ag_002,ag_003,ag_004,ah_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,ay_008,az_005,az_007,ba_000,ba_002,ba_003,ba_004,ba_008,bb_000,bg_000,bh_000,bi_000,bj_000,bt_000,bu_000,bv_000,bx_000,by_000,cc_000,ce_000,ci_000,cj_000,ck_000,cn_000,cn_001,cn_002,cn_008,cn_009,cq_000,cs_002,cs_004,de_000,dg_000,dn_000,ds_000,dt_000,ee_000,ee_005
3304,0,24170,79910,86778,12982,17292,186792,178146,44034,11878,0,89402,213862,26,88046,28760,19002,11970,974,243940,86778,2072,14030,29820,3304.88,243940,243940,245290,1158.0,223230,2934,161450.88,33581.76,26529.6,0,0,37220,56,0,243940,5076,17560,188,0,1736,2682,434,62570,24908
44558,0,0,648,1308666,0,0,2356954,2087846,421550,221816,0,81656,2596120,0,859430,203074,146024,111820,3066,2779018,1308666,36420,204648,213018,44558.01,2779018,2779018,2782846,19456.0,2628452,69630,2331705.6,0.0,295128.0,0,0,0,3818,378,2779018,19892,122706,306,0,18694,88060,13506,313448,277568
48706,0,0,140332,1484514,140,388,2935140,2449480,1070410,399086,0,218632,863460,6,1285934,252682,151606,120688,0,4006700,1484514,46040,747264,320028,48705.6,4006700,4006694,3999700,20218.0,3307480,111268,2875680.0,0.0,428230.0,0,0,7708,8350,1212,4006700,71714,125906,268,0,26220,102250,15116,461550,313990
20872,0,0,147370,556576,0,0,1151442,906002,327832,205204,0,154518,743070,0,493746,134616,99204,101944,0,1479606,556576,19770,161998,164214,20871.28,1479606,1479606,1470480,7281.0,1386996,48928,1247080.32,0.0,138604.8,0,0,20312,894,40,1479606,8966,41182,262,0,12560,33044,4586,149878,220516
30088,0,0,11700,901326,0,12,1645210,1265012,444846,351730,0,524788,334720,196,688220,132646,101966,82774,1350,2090272,901326,32108,174700,266526,30087.82,2090272,2090272,2088056,16709.0,2039554,67384,1668602.88,0.0,368801.28,0,0,290,2484,168,2090272,77032,174162,112,0,19096,57536,8708,380926,252976
41772,0,0,1904,1403370,0,0,2438172,2049180,702538,324364,0,900762,2783182,0,1005820,231400,158734,126372,516,3141268,1403370,50592,377346,320478,41771.58,3141268,3141268,3126082,19658.0,2881958,80742,2474630.4,0.0,403944.0,0,0,0,5054,294,3141268,52474,116620,136,0,27004,110210,20110,427650,759298
40318,0,0,4356,1237238,0,0,2223550,1916758,643692,258800,0,0,1882426,0,1014626,201036,147682,119112,15326,2867714,1237238,40826,419306,223304,40318.64,2867714,2867714,2872754,15900.0,2518656,58772,2086536.0,0.0,430294.08,0,0,0,3626,194,2867714,44444,135342,130,0,22548,91240,20338,446678,235098
62006,0,0,1820,1643302,0,0,3044588,2629538,503340,369186,0,518634,832692,0,1108228,512770,416796,312202,0,3548340,1643302,52292,302516,199414,62005.96,3548340,3548340,3561790,20786.0,3445466,100938,3229860.48,0.0,213125.76,0,0,0,6132,586,3548340,46010,75950,282,0,25418,96210,18558,233834,560716
79578,0,0,34224,4278068,0,0,6660678,3550710,3413338,2799540,0,0,9243944,22,3715334,703644,533700,421236,91868,10076424,4278068,223044,1217724,2172096,79577.55,10076424,10076424,10049702,68036.0,9354732,454290,7475416.32,174197.76,1692777.6,0,0,0,58414,4608,10076424,36796,1408092,868,0,166340,290266,42732,1954842,203922
39090,0,0,314,1194502,0,0,2246690,1912928,668938,289344,0,919358,2202008,2,927084,326868,213130,140344,0,2916056,1194502,44010,442606,220916,39089.72,2916056,2916056,2911686,12490.0,2544260,57296,2108458.56,0.0,433527.36,0,0,0,1392,14,2916056,62046,105590,390,0,25344,62138,15788,452296,354182
29932,0,0,1796,1049036,0,0,1682322,1372348,429696,257472,0,52700,246084,0,728904,185066,135370,103170,0,2112614,1049036,40390,188090,239308,29931.2,2112614,2112614,2103656,14252.0,1993740,57010,1788578.88,0.0,201953.28,0,0,0,4526,378,2112614,45646,107316,108,0,25304,58058,10806,216532,311694
1878,0,0,1626,49160,0,0,108464,98280,13790,8050,0,14138,111690,0,38770,16256,7662,4984,0,122284,49160,1190,7290,6476,1877.56,122284,122284,123462,363.0,112844,3294,99494.4,0.0,13244.16,0,0,0,92,0,122284,42,2798,42,0,678,2170,398,14470,56610
39584,0,0,96450,1282040,0,0,2439472,2019894,545980,329752,0,367924,1474174,0,1104832,258120,167354,111190,8556,2986414,1282040,36958,248798,293134,39584.52,2986414,2986414,2957026,15071.0,2799668,74266,2491142.4,3.84,302787.84,0,0,248,2584,158,2986414,18856,127056,502,0,22268,64480,8022,330342,60702
48188,0,0,2644,1560184,0,0,2615856,1985892,845510,576976,0,4,2877176,0,974836,272848,191330,146404,0,3461846,1560184,61960,421066,422528,48187.29,3461846,3461846,3460812,23559.0,3246392,90632,2725962.24,0.0,517965.12,0,0,0,5030,308,3461846,5202,152180,408,0,44386,67318,15528,535712,395920
39542,0,0,316,1529680,0,0,3160444,2835296,412542,283894,0,1020694,3426966,0,1766454,321902,190630,152958,0,3573246,1529680,35746,162480,248854,39542.92,3573246,3573246,3572208,15880.0,3461450,81646,2158859.52,0.0,1300741.44,0,0,0,2758,126,3573246,104842,408258,160,0,21736,43950,11490,1315988,281068
1724,0,0,72,39840,0,0,107854,99566,13662,5678,0,16114,101802,0,32454,14530,6020,2656,0,121532,39840,944,7640,5994,1723.51,121532,121532,124844,415.0,103676,2228,93490.56,0.0,8905.92,0,0,0,0,0,121532,428,2352,34,0,506,1610,314,11128,61364
1724,0,0,160,41704,0,0,104282,93580,63462,7004,0,13468,58302,0,50062,10388,4612,526,0,167782,41704,1158,55604,7738,1724.54,167782,167782,169838,375.0,102394,2602,93205.44,0.0,9036.48,0,0,0,18,0,167782,398,1130,44,0,686,1388,358,10214,55812
10,0,402,4276,2080,1860,3786,3188,2870,17600,636,0,6204,278,3326,6564,104,166,100,92,22682,2080,118,14492,3102,10.57,22682,22682,23954,27.0,7838,430,2447.04,19.2,4342.08,0,166,4426,0,0,22682,14,920,72,0,182,66,18,5572,32
1442,0,0,39894,12682,450,916,200076,182146,40430,12448,0,26488,7290,0,133166,10442,7452,5372,2312,241016,12682,1712,20292,19892,1442.85,241016,241016,239492,599.0,188294,3380,83276.16,78386.88,25093.44,0,0,12902,46,0,241016,3810,40374,104,0,2114,3050,454,106544,13010
44616,0,0,1250,1144580,0,0,2454484,2107144,463278,309630,0,339326,439230,0,741980,374982,384466,306986,0,2918074,1144580,32326,234608,227264,44615.5,2918074,2918074,2923022,17463.0,2807574,93354,2463331.2,0.0,342621.12,0,0,0,5254,630,2918074,121018,89380,222,0,17898,58282,12902,363502,278032
10,0,0,1996,2282,488,1120,11974,9994,8292,272,0,7198,4638,180,6600,84,56,250,14,20800,2282,198,5780,2452,9.61,20800,20800,21426,30.0,7954,304,2166.72,192.0,4523.52,0,0,1396,0,0,20800,16,1490,84,0,218,16,4,6098,36
31392,0,0,2320,1008366,0,0,1995458,1730658,419250,220868,0,1448,752296,0,756046,244970,171124,134812,0,2415108,1008366,26896,232480,185068,31392.63,2415108,2415108,2416524,14632.0,2249008,55158,1934242.56,0.0,311335.68,0,0,0,6088,404,2415108,65060,107670,198,0,14860,41896,10546,327790,267998
686,0,0,498,66594,0,0,140928,100468,68834,24706,0,0,68228,0,109954,9498,3852,2498,0,209884,66594,2810,27648,39336,686.88,209884,209884,206358,483.0,164746,8128,84570.24,2065.92,77685.12,0,0,0,906,86,209884,4188,11010,98,0,2090,4422,914,83556,0
41502,0,0,47936,1390502,104,622,2621220,1937386,800172,540154,0,799372,1083180,0,1506774,228264,165106,156398,0,3422866,1390502,58654,332518,459734,41501.49,3422866,3422866,3378872,18324.0,3214566,106434,2771816.64,0.0,437735.04,0,0,3676,5150,484,3422866,38342,174066,1120,0,35614,104592,20666,477158,371410
38156,0,0,488,1276032,0,0,2560100,2246478,439726,265956,0,559834,2779924,0,902212,319160,257166,195184,4,3000328,1276032,39198,214210,224868,38156.11,3000328,3000328,3004558,17540.0,2813050,108090,2277336.0,12627.84,521162.88,0,0,0,2920,50,3000328,72058,132552,290,0,22774,69902,14622,551520,300386
18,0,0,16,3188,0,0,9104,5574,23238,1018,0,6868,5800,0,6904,172,104,66,68,32362,3188,256,19878,3322,18.26,32362,32362,31962,27.0,8678,514,3322.56,23.04,4351.68,0,0,0,0,0,32362,28,312,92,0,238,122,42,5570,2
8,0,0,1566,25326,0,0,85116,74648,27620,2978,0,11708,4936,0,44026,1170,758,366,46,112854,25326,942,17094,9886,7.97,112854,112854,110322,171.0,51334,1862,16510.08,12429.12,20259.84,0,0,1190,0,0,112854,394,12346,96,0,946,596,150,35298,226
33548,0,0,2630,1064318,0,0,1880380,1448658,578470,374786,0,2,213270,0,635698,209876,157286,132840,0,2459356,1064318,38836,268302,304356,33547.92,2459356,2459356,2444898,18308.0,2283612,74808,1954684.8,0.0,324897.6,0,0,0,5714,578,2459356,41208,134826,368,0,23028,53882,14218,339138,195340
36530,0,5074,37082,1544738,3494,4948,2913286,2519214,739468,340194,0,239336,1491348,0,1612018,332756,204628,151368,274,3656880,1544738,56400,448142,286478,36530.49,3656880,3656880,3620346,13410.0,3367436,107046,2885847.36,0.0,478948.8,0,0,14894,3298,164,3656880,50704,140484,92,0,31340,151108,25146,501560,178152
48732,0,0,35792,1344418,0,0,2876506,2408602,741670,407670,0,1484650,550484,0,1042188,416168,261654,173134,2078,3618606,1344418,46766,443722,292702,48731.28,3618606,3618606,3612328,19410.0,3313026,91722,2886146.88,0.0,424457.28,0,0,0,3030,90,3618606,101106,167716,204,0,25814,79026,15932,448342,584416
62,0,0,164,10208,68,162,25984,18780,13834,3154,0,27840,7212,0,24872,650,260,224,72,39950,10208,440,6154,7390,61.91,39950,39950,39012,62.0,28784,780,6284.16,16126.08,5445.12,0,0,172,0,0,39950,74,9914,90,16188,496,272,88,22808,266
40942,0,0,4750,1256342,0,0,2209414,1787278,1407188,335614,0,119150,2430738,0,968884,220526,163846,124280,0,3617212,1256342,45128,1057312,338084,40942.02,3617212,3617212,3595492,16377.0,2555568,67758,2246565.12,0.0,305171.52,0,0,0,4452,146,3617212,81832,175180,228,0,29476,120114,15228,328224,417840
39324,0,0,288,1101936,0,0,2280058,1994450,329818,244080,0,195114,720446,0,830316,240266,189774,159150,0,2610330,1101936,29130,149566,179552,39324.94,2610330,2610330,2616766,19001.0,2528614,69378,2074191.36,0.0,452754.24,0,0,0,5318,510,2610330,75510,154882,128,0,15824,52102,15042,469580,281432
39544,0,0,240,1475088,0,0,2747076,2475056,420900,225876,0,109010,3020968,0,1386822,293612,191940,136056,6320,3168414,1475088,39580,159604,260306,39544.44,3168414,3168414,3174618,17671.0,3081416,69770,2439005.76,94367.04,544382.4,0,0,0,2750,48,3168414,117712,213806,482,0,18284,71946,14452,657446,250546
61242,0,0,51240,1887794,0,0,3362014,3011302,649814,264440,0,831968,3621632,0,1061194,368694,266512,241016,0,4012474,1887794,47990,417014,227758,61242.99,4012474,4012474,4022180,18039.0,3654212,107720,3311030.4,0.0,337790.4,0,0,6234,7692,434,4012474,3836,171404,158,0,24468,135590,22758,362636,544336
39264,0,0,944,1196880,0,0,2442904,2141524,451336,272102,0,473800,277328,0,718864,307096,249962,206288,156,2894408,1196880,35140,256822,191432,39263.75,2894408,2894408,2900012,18382.0,2725968,90568,2360187.84,0.0,364460.16,0,0,64,3808,232,2894408,86316,105734,134,0,17086,74868,12262,382144,305982
40364,0,3556,89734,1168220,3388,5960,2398044,1998592,884738,354224,0,168516,803616,2,854200,274258,274762,305606,0,3286636,1168220,41508,651774,225466,40364.19,3286636,3286636,3281220,17587.0,2784696,92342,2445242.88,0.0,337687.68,0,0,17560,1450,26,3286636,86056,118448,122,0,23334,122934,17592,357870,528938
182,0,0,1378,15454,0,0,73902,54602,86048,8020,0,7102,10478,0,46908,1426,824,550,180,160110,15454,1044,66854,18972,181.14,160110,160110,156806,135.0,54998,1570,19450.56,8583.36,25733.76,0,0,1038,0,0,160110,942,3514,260,13688,1382,738,126,36034,2720
26706,0,0,28708,817780,0,0,1415436,1255028,249806,126238,0,486928,1179390,0,524788,218916,126096,71250,5828,1665582,817780,19764,98132,150948,26705.8,1665582,1665582,1663598,8091.0,1589786,22950,1347360.0,0.0,240842.88,0,0,762,628,0,1665582,48086,84004,106,0,10804,45162,9040,249162,309296
998,0,0,40946,29386,948,2058,72716,57476,60878,6752,0,80758,3780,4,42430,11376,6092,3048,320,134646,29386,908,43448,16914,997.4,134646,134646,130452,356.0,82766,2668,57623.04,0.0,24041.28,0,0,7686,4,0,134646,4554,1766,162,0,900,2102,372,26214,7024
81596,0,0,8670,2896540,0,0,5505794,4430398,1428152,954550,0,506618,6327400,0,2420250,522180,373628,299372,1598,6935040,2896540,85412,470396,946858,81596.1,6935040,6935040,6845626,49117.0,6730998,187650,5293280.64,54116.16,1377079.68,0,0,0,13310,796,6935040,311336,544244,390,0,54560,134000,24440,1470892,405200
58768,0,0,31754,1414180,0,0,2830376,2369460,619122,406270,0,310504,397720,0,925718,278102,222462,183272,0,3450022,1414180,45118,398808,219218,58768.69,3450022,3450022,3446700,22727.0,3239414,27524,2983928.64,0.0,252391.68,0,0,108,3688,200,3450022,76444,141532,28,0,26712,32722,5406,270680,409312
36,0,0,1098,5862,0,0,13224,9152,6192,1788,0,0,12544,0,12216,292,66,32,0,19452,5862,304,2072,4102,35.22,19452,19452,20434,25.0,13922,872,6523.2,0.0,7324.8,0,0,36,0,0,19452,20,668,22,0,216,312,88,7950,10
1474,0,0,32066,43916,356,1044,96902,87154,15932,4152,0,38862,69354,0,31078,17972,10562,4000,686,113274,43916,768,7062,8818,1474.54,113274,113274,111396,373.0,87724,2078,72230.4,0.0,13984.32,0,0,1722,16,0,113274,46,1402,90,0,696,1720,332,16086,4924
30,0,0,4,2330,0,0,5524,3218,19070,944,0,5822,1966,0,3204,248,180,240,156,24602,2330,168,17586,1472,29.25,24602,24602,26322,29.0,5858,482,3225.6,0.0,1482.24,0,0,0,0,0,24602,4,368,50,0,164,332,44,2708,114
1426,0,0,20,38602,0,0,82584,73454,21374,4002,0,75156,82978,0,38516,4878,2214,850,28,104030,38602,882,11164,9940,1425.17,104030,104030,102382,347.0,87562,1902,70713.6,1053.12,14199.36,0,0,0,18,0,104030,2130,4696,248,0,698,1588,278,17106,7082
402,0,0,5520,22438,0,0,48796,38396,37410,2184,0,38976,35882,0,30994,3834,1064,956,0,86310,22438,908,28608,8634,401.79,86310,86310,82514,148.0,48798,1396,25645.44,4747.2,17154.24,0,0,1760,16,0,86310,392,3248,156,6514,782,636,128,23932,3170
16194,0,538,815816,682504,13924,22958,1534006,1251380,446894,268262,0,1466332,1879296,0,927272,168908,97876,58204,6,1995082,682504,26748,110300,335886,16194.52,1995082,1995082,1991800,6739.0,1891636,95298,1128514.56,0.0,760903.68,0,0,119900,228,0,1995082,886,86842,1236,0,13802,67308,12050,793978,112944
1112,0,0,60,31444,0,0,70978,63680,11950,4938,0,18406,16004,0,50860,6028,2620,1258,0,82954,31444,856,6406,5512,1112.05,82954,82954,86752,211.0,74738,2180,63421.44,0.0,11219.52,0,0,0,108,0,82954,48,1968,74,0,462,2364,464,12148,25756
6,0,0,2,1308,0,0,3636,1822,13606,316,0,3846,2706,0,3356,118,152,36,0,17258,1308,124,12294,1296,5.27,17258,17258,18214,23.0,4278,146,1086.72,0.0,2269.44,0,0,0,0,0,17258,8,1120,58,0,134,0,2,3240,2
67296,0,0,220878,1751388,86,228,3858654,3444760,1234648,302896,0,1405918,1142876,0,1865492,478788,278658,189174,55096,5094468,1751388,36600,884930,348138,67296.53,5094468,5094468,5035374,20480.0,4045064,94800,3257370.24,0.0,782656.32,0,0,2080,129468,8284,5094468,115668,186940,136,0,23678,99908,14840,804470,166614
39214,0,0,366,1224376,0,0,2263536,1832208,557520,380540,0,59494,384922,0,887400,256230,185322,138948,0,2821328,1224376,46502,264182,291120,39213.47,2821328,2821328,2817688,18694.0,2671856,77780,2294041.92,0.0,375302.4,0,0,0,4778,294,2821328,41116,104448,134,0,22802,111300,21718,390998,327796
84,0,0,780,6760,144,552,17348,9962,31396,1870,0,11576,6632,0,15238,776,386,242,174,48948,6760,410,24560,6576,83.27,48948,48948,53316,65.0,19852,846,9546.24,0.0,8163.84,0,0,678,0,0,48948,64,926,80,0,504,156,32,10906,1096
16,0,0,2034,1308,0,0,9724,8062,5440,508,0,1918,1086,0,4042,126,100,70,184,15180,1308,112,4202,1186,15.85,15180,15180,16846,26.0,5804,286,1600.32,142.08,3095.04,0,0,0,0,0,15180,14,174,82,0,116,50,18,4254,68
460,0,480,29318,8578,4690,6996,28206,26122,14514,3054,0,33390,30150,0,15382,9504,2362,668,18,47470,8578,414,6266,8138,460.57,47470,47470,48498,164.0,38402,1186,24754.56,2529.6,10054.08,0,492,27114,0,0,47470,760,5146,156,0,558,800,124,13982,1310
26,0,0,112,3008,0,0,12328,9872,11882,1048,0,1368,7018,0,7248,348,182,84,0,24246,3008,242,9110,2748,25.68,24246,24246,30274,24.0,9058,492,3751.68,0.0,3863.04,0,0,0,0,0,24246,40,764,22,0,186,152,58,5646,4
29058,0,0,2092,925988,0,0,1562014,1171328,529798,325480,0,0,244808,0,569610,193808,139090,101578,64,2092344,925988,30404,233434,292214,29057.79,2092344,2092344,2079974,15033.0,1921674,61458,1710428.16,0.0,209290.56,0,0,0,6710,740,2092344,49302,126852,158,0,19212,35892,10292,222390,237372
39278,0,744,199640,1234020,1836,3428,2431330,2075776,547618,288230,0,282198,780792,0,965930,172290,130562,106278,19192,2981434,1234020,34800,302996,240888,39278.1,2981434,2981434,2983978,20250.0,2727962,89300,2273653.44,0.0,452012.16,0,0,22032,3284,168,2981434,65140,128238,160,0,19898,79924,13878,475632,268820
8816,0,0,1200,270932,0,0,512218,445322,154556,52348,0,130068,66758,0,214136,46326,34218,35684,0,666936,270932,7302,109688,43836,8816.42,666936,666936,668390,3114.0,526050,16138,465538.56,0.0,59828.16,0,0,0,810,100,666936,4646,11058,162,0,4070,13102,2008,65370,126892
18542,0,0,27012,538320,172,234,1026446,920562,155712,89326,0,826312,487348,0,432408,113640,92884,76446,16174,1182474,538320,13876,61082,94116,18541.17,1182474,1182474,1174452,6797.0,1124410,32132,936421.44,250.56,185992.32,0,0,3184,41286,404,1182474,95314,52084,254,0,7516,24264,5330,193694,140136
50972,0,0,236,1587986,0,0,3299150,2813986,683422,392280,0,161502,3449256,0,1488426,347900,236310,243018,0,3983226,1587986,50032,383314,298482,50971.82,3983226,3983226,3859080,20214.0,3631382,113568,3110023.68,0.0,519008.64,0,0,0,6506,792,3983226,93504,191284,242,0,33068,76924,14742,550126,375314
314,0,0,0,17710,604,1336,44672,33178,42254,3468,0,0,0,0,0,0,0,0,0,87660,17710,756,31680,10136,313.66,87660,87660,950,0.0,0,0,20741.76,0.0,24169.92,0,0,0,0,0,87660,0,0,0,0,842,0,0,0,0
202758,0,304740,4174786,5427310,286728,426840,10541454,9779696,1807666,744468,0,6804466,520514,288172,5109658,1065030,629200,483870,124638,12638848,5427310,121434,959426,835088,202758.9,12638848,12638848,12483960,62383.0,11698884,256762,10047950.4,228961.92,1411147.2,0,20100,724976,257878,69912,12638848,659464,514348,1138,0,66498,245224,48052,1702638,854608
259160,18812,523662,4548862,6428872,381802,529672,12455758,11652050,1711726,965990,0,11548390,11708388,419468,4927694,1512070,937556,705272,99880,14551380,6428872,159060,684156,1024742,259159.75,14551380,14551380,14438822,68762.0,14162074,363048,12737213.76,0.0,1414405.44,2316,61790,1057802,22268,496,14551380,962348,340480,1400,0,75766,385836,83860,1517338,680890
38740,0,0,10972,1176158,0,0,2390652,2061248,424838,267980,0,441496,1441390,0,971006,256454,205688,166928,2344,2816250,1176158,31384,166858,256098,38740.57,2816250,2816250,2815232,16697.0,2720440,61830,2313762.24,21631.68,380952.0,0,0,0,4402,160,2816250,74002,131292,472,0,18502,69398,9700,430380,337280
36196,0,0,430,1001080,0,0,2182896,1952662,329202,197478,0,291762,469914,0,834722,224002,173246,152452,0,2512490,1001080,25362,193314,135294,36195.81,2512490,2512490,2522750,15259.0,2388466,76644,2065747.2,0.0,320950.08,0,0,0,3028,132,2512490,115924,163632,224,0,13628,77646,12610,334240,233236
69046,0,0,124808,2016990,0,0,4040058,3540392,678564,423148,0,41658,766494,0,1040966,343808,270602,228514,151504,4719554,2016990,49410,368180,308714,69046.76,4719554,4719554,4716430,40352.0,4489076,144578,3946243.2,0.0,538510.08,0,0,4598,6394,634,4719554,149190,235064,208,0,28082,110830,20604,570152,422432
66,0,0,74,5378,0,0,12100,8352,11028,1974,0,1936,3034,0,11598,806,500,162,0,23154,5378,270,7018,4004,66.59,23154,23154,26404,37.0,15362,752,7734.72,0.0,5635.2,0,0,0,52,0,23154,30,1002,26,0,186,558,88,8248,664
1248,0,0,0,439940,496,864,1030630,933262,164768,80554,0,0,0,0,0,0,0,0,0,1196056,439940,9032,26146,138144,1247.94,1196056,1196056,180,0.0,1146762,17940,162372.48,463856.64,518141.76,0,0,0,0,0,1196056,0,0,1070,0,3864,10608,2030,0,0
38834,0,0,5444,890698,0,0,1922994,1732996,244198,144490,0,613760,1946710,0,501930,210444,178886,169388,0,2167648,890698,21476,141762,101872,38834.46,2167648,2167648,2172010,11905.0,2031394,56442,1836274.56,0.0,191914.56,0,0,0,5092,360,2167648,2666,72210,104,0,11838,45638,12562,216350,173654
2,0,0,0,58298,180,488,147716,115308,105934,15748,0,0,0,0,0,0,0,0,0,253994,58298,1682,77908,27110,1.07,253994,253994,3000,0.0,149524,4424,105137.28,0.0,43149.12,0,0,0,0,0,253994,0,0,308,0,1690,2382,496,0,0
174,0,0,128,9094,0,0,25100,20830,5826,2062,0,0,13294,0,13664,2044,886,496,0,30954,9094,442,2174,3622,173.31,30954,30954,33138,53.0,21512,1266,14583.36,0.0,6822.72,0,0,0,234,0,30954,42,1404,40,0,294,808,160,7498,712
47030,3310,1740,29068,1345618,0,0,2160706,1645558,736120,458932,0,124178,2302638,0,503078,181630,124764,104110,4706,2897340,1345618,56556,469032,266078,47029.46,2897340,2897340,2898044,23963.0,2581204,96532,2321848.32,0.0,256583.04,0,0,0,4164,292,2897340,52838,53440,254,0,37990,91344,21154,274452,248616
12,0,0,86,6474,0,0,14966,9294,9162,2042,0,8774,14160,0,16768,54,20,4,0,24184,6474,306,2198,6922,12.96,24184,24184,24466,21.0,17304,574,3643.2,0.0,13577.28,0,0,0,0,0,24184,32,550,56,0,272,62,18,14286,8
40260,0,0,3186,2940180,0,0,5975558,5253224,876984,647564,0,332,1057030,4,3802792,574720,442162,367108,0,6853136,2940180,114390,317926,552764,40260.76,6853136,6853136,6871552,20610.0,6742930,527124,4679158.08,53262.72,2007626.88,0,0,0,19072,1046,6853136,4598,541566,574,0,45258,359952,85352,2204470,175644
88554,0,0,600582,3300206,6502,11500,6576380,5767034,1418144,668072,0,5024114,3802182,34,3713528,654838,342736,266866,159434,8003040,3300206,88056,699652,715234,88553.17,8003040,8003040,7873916,35611.0,7370702,297480,5263589.76,1219440.96,890810.88,0,0,37578,74728,2878,8003040,757164,437350,1374,0,47156,319056,42212,2148790,550076
1440,0,0,132,35990,0,0,83318,71208,35168,8150,0,38972,90796,0,32870,13634,4936,2506,0,118524,35990,1250,24774,10350,1440.8,118524,118524,120824,279.0,93936,1878,78768.0,0.0,12972.48,0,0,0,20,0,118524,44,1350,38,0,862,1482,282,16380,49346
40170,0,0,8244,1060662,0,0,2157354,1976862,212278,139802,0,397174,812730,0,629946,287294,219380,163666,0,2370162,1060662,23198,124170,87626,40170.76,2370162,2370162,2383224,11003.0,2263574,52482,1983959.04,0.0,277527.36,0,0,0,5850,566,2370162,1510,87012,92,0,12626,79924,12318,292426,232784
6,0,0,808,1498,52,208,9198,7338,11076,556,0,5092,2834,0,4046,84,94,120,0,20346,1498,126,9588,1478,6.35,20346,20346,21290,25.0,5118,202,1571.52,0.0,2629.44,0,0,414,0,0,20346,8,438,42,0,134,18,8,3720,0
4,0,0,2198,1296,1044,2130,4188,3818,17284,136,0,4906,576,0,3862,44,42,226,0,22536,1296,70,15694,1582,4.74,22536,22536,24018,23.0,4926,154,868.8,0.0,2978.88,0,0,2158,0,0,22536,6,4,42,0,106,18,6,4164,32
62184,0,0,21864,2190832,0,0,4686018,4118650,694618,475170,0,1612504,1354662,0,2012012,338612,273562,251334,118,5381484,2190832,52582,234016,459078,62184.02,5381484,5381484,5375548,38700.0,5262778,164388,3958911.36,0.0,1299921.6,0,0,3138,6624,432,5381484,66478,452818,364,0,29572,103704,15430,1335546,411614
31426,0,0,642,1145106,0,0,2346666,2088386,362044,187848,0,494,1547358,0,993170,219246,163438,133644,4,2709530,1145106,24392,164444,195392,31426.92,2709530,2709530,2678492,13781.0,2542730,70962,2070896.64,0.0,468533.76,0,0,0,2870,92,2709530,44970,279730,482,0,14708,63180,8360,478512,314340
40396,0,0,151140,1115098,6946,11336,2099772,1770164,442984,287170,0,839120,716628,2,685598,243466,157166,114584,0,2550076,1115098,37608,254074,188360,40396.31,2550076,2550076,2548078,16241.0,2384010,82528,2126883.84,0.0,255667.2,0,0,25206,2698,294,2550076,98218,74240,134,0,18680,72444,21522,274142,275616
87894,0,2314,687040,2719650,7438,15254,4873312,4231462,3764818,521358,0,2246868,5245332,0,1652498,790396,310242,175646,30172,8646542,2719650,93956,3151814,606998,87893.17,8646542,8646542,8659492,29646.0,5635482,209192,4927810.56,0.0,701941.44,0,882,105102,3980,140,8646542,521926,3302444,808,0,45466,261628,37324,755380,509340
41064,0,0,8406,1210582,0,0,2442696,2127868,681824,266698,0,106652,458836,2,737602,225518,152038,122678,0,3124936,1210582,35114,494772,184452,41063.78,3124936,3124936,3157294,18159.0,2702768,87512,2378283.84,0.0,295944.0,0,0,0,3850,254,3124936,64106,119096,152,0,18752,88744,11964,339374,283034
80700,0,0,1754,2214268,0,0,4590936,4132646,546926,380716,0,17208,4504064,0,1400178,661530,481302,356072,0,5138548,2214268,51718,299394,246418,80700.73,5138548,5138548,5119574,30527.0,5008642,173740,4735051.2,0.0,269583.36,0,0,0,3936,220,5138548,80678,123722,262,0,31040,126362,20742,290840,546474
40524,0,0,3162,1325536,0,0,2195416,1805878,643710,327522,0,2056,2520700,0,927786,159074,120520,94076,13788,2839762,1325536,46154,285898,356088,40524.63,2839762,2839762,2831588,19869.0,2666470,79890,2224546.56,0.0,437430.72,0,0,0,4222,196,2839762,40362,137790,722,0,28850,44534,7880,467104,306524
29186,0,0,13192,993122,710,1430,2073596,1841834,386712,187190,0,363340,622098,0,958392,167784,124934,105366,200,2461456,993122,24130,219252,166956,29186.48,2461456,2461456,2442452,14141.0,2269406,57746,1741219.2,10805.76,515889.6,0,0,5890,3102,184,2461456,40758,96432,324,0,13196,67928,11604,544680,246244
41978,0,0,902,1555502,0,0,2255024,1628090,922750,547708,0,214366,720222,0,1204186,220064,168660,142634,630,3178580,1555502,77222,363622,557398,41977.18,3178580,3178580,3152556,19041.0,2975490,93884,2403257.28,0.0,568381.44,0,0,0,2836,60,3178580,23420,149056,232,0,50814,96988,15438,594280,348506
60908,0,0,850,2866208,0,0,5224088,4320992,1464986,711566,0,1478142,718222,0,924584,105512,51780,40388,0,6691372,2866208,138530,542864,912290,60908.44,6691372,6691372,1655178,5145.0,1561498,283684,4947396.48,0.0,1387933.44,0,0,0,2200,12,6691372,61802,174204,1696,0,68942,236628,58762,448114,87278
41292,0,0,19248,1236146,0,0,2205580,1796090,561380,361098,0,688532,727010,0,982108,248316,169160,121162,0,2767514,1236146,41030,260618,296868,41292.37,2767514,2767514,2770950,15215.0,2599346,74146,2103069.12,0.0,494481.6,0,0,0,4870,654,2767514,128176,150974,502,0,23198,80660,17452,517394,204282
